numbest,year_film,category,film,winner
8116,2001,ACTOR IN A LEADING ROLE,A Beautiful Mind,FALSE
8117,2001,ACTOR IN A LEADING ROLE,I Am Sam,FALSE
8118,2001,ACTOR IN A LEADING ROLE,Ali,FALSE
8119,2001,ACTOR IN A LEADING ROLE,Training Day,TRUE
8120,2001,ACTOR IN A LEADING ROLE,In the Bedroom,FALSE
8121,2001,ACTOR IN A SUPPORTING ROLE,Iris,TRUE
8122,2001,ACTOR IN A SUPPORTING ROLE,Training Day,FALSE
8123,2001,ACTOR IN A SUPPORTING ROLE,Sexy Beast,FALSE
8124,2001,ACTOR IN A SUPPORTING ROLE,The Lord of the Rings: The Fellowship of the Ring,FALSE
8125,2001,ACTOR IN A SUPPORTING ROLE,Ali,FALSE
8126,2001,ACTRESS IN A LEADING ROLE,Monster's Ball,TRUE
8127,2001,ACTRESS IN A LEADING ROLE,Iris,FALSE
8128,2001,ACTRESS IN A LEADING ROLE,Moulin Rouge,FALSE
8129,2001,ACTRESS IN A LEADING ROLE,In the Bedroom,FALSE
8130,2001,ACTRESS IN A LEADING ROLE,Bridget Jones's Diary,FALSE
8131,2001,ACTRESS IN A SUPPORTING ROLE,A Beautiful Mind,TRUE
8132,2001,ACTRESS IN A SUPPORTING ROLE,Gosford Park,FALSE
8133,2001,ACTRESS IN A SUPPORTING ROLE,Gosford Park,FALSE
8134,2001,ACTRESS IN A SUPPORTING ROLE,In the Bedroom,FALSE
8135,2001,ACTRESS IN A SUPPORTING ROLE,Iris,FALSE
8136,2001,ANIMATED FEATURE FILM,Jimmy Neutron: Boy Genius,FALSE
8137,2001,ANIMATED FEATURE FILM,"Monsters, Inc.",FALSE
8138,2001,ANIMATED FEATURE FILM,Shrek,TRUE
8139,2001,ART DIRECTION,Amélie,FALSE
8140,2001,ART DIRECTION,Gosford Park,FALSE
8141,2001,ART DIRECTION,Harry Potter and the Sorcerer's Stone,FALSE
8142,2001,ART DIRECTION,The Lord of the Rings: The Fellowship of the Ring,FALSE
8143,2001,ART DIRECTION,Moulin Rouge,TRUE
8144,2001,CINEMATOGRAPHY,Amélie,FALSE
8145,2001,CINEMATOGRAPHY,Black Hawk Down,FALSE
8146,2001,CINEMATOGRAPHY,The Lord of the Rings: The Fellowship of the Ring,TRUE
8147,2001,CINEMATOGRAPHY,The Man Who Wasn't There,FALSE
8148,2001,CINEMATOGRAPHY,Moulin Rouge,FALSE
8149,2001,COSTUME DESIGN,The Affair of the Necklace,FALSE
8150,2001,COSTUME DESIGN,Gosford Park,FALSE
8151,2001,COSTUME DESIGN,Harry Potter and the Sorcerer's Stone,FALSE
8152,2001,COSTUME DESIGN,The Lord of the Rings: The Fellowship of the Ring,FALSE
8153,2001,COSTUME DESIGN,Moulin Rouge,TRUE
8154,2001,DIRECTING,A Beautiful Mind,TRUE
8155,2001,DIRECTING,Black Hawk Down,FALSE
8156,2001,DIRECTING,Gosford Park,FALSE
8157,2001,DIRECTING,The Lord of the Rings: The Fellowship of the Ring,FALSE
8158,2001,DIRECTING,Mulholland Drive,FALSE
8159,2001,DOCUMENTARY (Feature),Children Underground,FALSE
8160,2001,DOCUMENTARY (Feature),LaLee's Kin: The Legacy of Cotton,FALSE
8161,2001,DOCUMENTARY (Feature),Murder on a Sunday Morning,TRUE
8162,2001,DOCUMENTARY (Feature),Promises,FALSE
8163,2001,DOCUMENTARY (Feature),War Photographer,FALSE
8164,2001,DOCUMENTARY (Short Subject),Artists and Orphans: A True Drama,FALSE
8165,2001,DOCUMENTARY (Short Subject),Sing!,FALSE
8166,2001,DOCUMENTARY (Short Subject),Thoth,TRUE
8167,2001,FILM EDITING,A Beautiful Mind,FALSE
8168,2001,FILM EDITING,Black Hawk Down,TRUE
8169,2001,FILM EDITING,The Lord of the Rings: The Fellowship of the Ring,FALSE
8170,2001,FILM EDITING,Memento,FALSE
8171,2001,FILM EDITING,Moulin Rouge,FALSE
8172,2001,FOREIGN LANGUAGE FILM,Amélie,FALSE
8173,2001,FOREIGN LANGUAGE FILM,Elling,FALSE
8174,2001,FOREIGN LANGUAGE FILM,Lagaan,FALSE
8175,2001,FOREIGN LANGUAGE FILM,No Man's Land,TRUE
8176,2001,FOREIGN LANGUAGE FILM,Son of the Bride,FALSE
8177,2001,MAKEUP,A Beautiful Mind,FALSE
8178,2001,MAKEUP,The Lord of the Rings: The Fellowship of the Ring,TRUE
8179,2001,MAKEUP,Moulin Rouge,FALSE
8180,2001,MUSIC (Original Score),A.I. Artificial Intelligence,FALSE
8181,2001,MUSIC (Original Score),A Beautiful Mind,FALSE
8182,2001,MUSIC (Original Score),Harry Potter and the Sorcerer's Stone,FALSE
8183,2001,MUSIC (Original Score),The Lord of the Rings: The Fellowship of the Ring,TRUE
8184,2001,MUSIC (Original Score),"Monsters, Inc.",FALSE
8185,2001,MUSIC (Original Song),"Monsters, Inc.",TRUE
8186,2001,MUSIC (Original Song),The Lord of the Rings: The Fellowship of the Ring,FALSE
8187,2001,MUSIC (Original Song),Pearl Harbor,FALSE
8188,2001,MUSIC (Original Song),Kate & Leopold,FALSE
8189,2001,MUSIC (Original Song),Vanilla Sky,FALSE
8190,2001,BEST PICTURE,A Beautiful Mind,TRUE
8191,2001,BEST PICTURE,Gosford Park,FALSE
8192,2001,BEST PICTURE,In the Bedroom,FALSE
8193,2001,BEST PICTURE,The Lord of the Rings: The Fellowship of the Ring,FALSE
8194,2001,BEST PICTURE,Moulin Rouge,FALSE
8195,2001,SHORT FILM (Animated),Fifty Percent Grey,FALSE
8196,2001,SHORT FILM (Animated),For the Birds,TRUE
8197,2001,SHORT FILM (Animated),Give Up Yer Aul Sins,FALSE
8198,2001,SHORT FILM (Animated),Strange Invaders,FALSE
8199,2001,SHORT FILM (Animated),Stubble Trouble,FALSE
8200,2001,SHORT FILM (Live Action),the accountant,TRUE
8201,2001,SHORT FILM (Live Action),Copy Shop,FALSE
8202,2001,SHORT FILM (Live Action),Gregor's Greatest Invention,FALSE
8203,2001,SHORT FILM (Live Action),A Man Thing (Meska Sprawa),FALSE
8204,2001,SHORT FILM (Live Action),Speed for Thespians,FALSE
8205,2001,SOUND,Amélie,FALSE
8206,2001,SOUND,Black Hawk Down,TRUE
8207,2001,SOUND,The Lord of the Rings: The Fellowship of the Ring,FALSE
8208,2001,SOUND,Moulin Rouge,FALSE
8209,2001,SOUND,Pearl Harbor,FALSE
8210,2001,SOUND EDITING,"Monsters, Inc.",FALSE
8211,2001,SOUND EDITING,Pearl Harbor,TRUE
8212,2001,VISUAL EFFECTS,A.I. Artificial Intelligence,FALSE
8213,2001,VISUAL EFFECTS,The Lord of the Rings: The Fellowship of the Ring,TRUE
8214,2001,VISUAL EFFECTS,Pearl Harbor,FALSE
8215,2001,WRITING (Screenplay Based on Material Previously Produced or Published),A Beautiful Mind,TRUE
8216,2001,WRITING (Screenplay Based on Material Previously Produced or Published),Ghost World,FALSE
8217,2001,WRITING (Screenplay Based on Material Previously Produced or Published),In the Bedroom,FALSE
8218,2001,WRITING (Screenplay Based on Material Previously Produced or Published),The Lord of the Rings: The Fellowship of the Ring,FALSE
8219,2001,WRITING (Screenplay Based on Material Previously Produced or Published),Shrek,FALSE
8220,2001,WRITING (Screenplay Written Directly for the Screen),Amélie,FALSE
8221,2001,WRITING (Screenplay Written Directly for the Screen),Gosford Park,TRUE
8222,2001,WRITING (Screenplay Written Directly for the Screen),Memento,FALSE
8223,2001,WRITING (Screenplay Written Directly for the Screen),Monster's Ball,FALSE
8224,2001,WRITING (Screenplay Written Directly for the Screen),The Royal Tenenbaums,FALSE
8228,2002,ACTOR IN A LEADING ROLE,The Pianist,TRUE
8229,2002,ACTOR IN A LEADING ROLE,Adaptation,FALSE
8230,2002,ACTOR IN A LEADING ROLE,The Quiet American,FALSE
8231,2002,ACTOR IN A LEADING ROLE,Gangs of New York,FALSE
8232,2002,ACTOR IN A LEADING ROLE,About Schmidt,FALSE
8233,2002,ACTOR IN A SUPPORTING ROLE,Adaptation,TRUE
8234,2002,ACTOR IN A SUPPORTING ROLE,The Hours,FALSE
8235,2002,ACTOR IN A SUPPORTING ROLE,Road to Perdition,FALSE
8236,2002,ACTOR IN A SUPPORTING ROLE,Chicago,FALSE
8237,2002,ACTOR IN A SUPPORTING ROLE,Catch Me If You Can,FALSE
8238,2002,ACTRESS IN A LEADING ROLE,Frida,FALSE
8239,2002,ACTRESS IN A LEADING ROLE,The Hours,TRUE
8240,2002,ACTRESS IN A LEADING ROLE,Unfaithful,FALSE
8241,2002,ACTRESS IN A LEADING ROLE,Far from Heaven,FALSE
8242,2002,ACTRESS IN A LEADING ROLE,Chicago,FALSE
8243,2002,ACTRESS IN A SUPPORTING ROLE,About Schmidt,FALSE
8244,2002,ACTRESS IN A SUPPORTING ROLE,The Hours,FALSE
8245,2002,ACTRESS IN A SUPPORTING ROLE,Chicago,FALSE
8246,2002,ACTRESS IN A SUPPORTING ROLE,Adaptation,FALSE
8247,2002,ACTRESS IN A SUPPORTING ROLE,Chicago,TRUE
8248,2002,ANIMATED FEATURE FILM,Ice Age,FALSE
8249,2002,ANIMATED FEATURE FILM,Lilo & Stitch,FALSE
8250,2002,ANIMATED FEATURE FILM,Spirit: Stallion of the Cimarron,FALSE
8251,2002,ANIMATED FEATURE FILM,Spirited Away,TRUE
8252,2002,ANIMATED FEATURE FILM,Treasure Planet,FALSE
8253,2002,ART DIRECTION,Chicago,TRUE
8254,2002,ART DIRECTION,Frida,FALSE
8255,2002,ART DIRECTION,Gangs of New York,FALSE
8256,2002,ART DIRECTION,The Lord of the Rings: The Two Towers,FALSE
8257,2002,ART DIRECTION,Road to Perdition,FALSE
8258,2002,CINEMATOGRAPHY,Chicago,FALSE
8259,2002,CINEMATOGRAPHY,Far from Heaven,FALSE
8260,2002,CINEMATOGRAPHY,Gangs of New York,FALSE
8261,2002,CINEMATOGRAPHY,The Pianist,FALSE
8262,2002,CINEMATOGRAPHY,Road to Perdition,TRUE
8263,2002,COSTUME DESIGN,Chicago,TRUE
8264,2002,COSTUME DESIGN,Frida,FALSE
8265,2002,COSTUME DESIGN,Gangs of New York,FALSE
8266,2002,COSTUME DESIGN,The Hours,FALSE
8267,2002,COSTUME DESIGN,The Pianist,FALSE
8268,2002,DIRECTING,Chicago,FALSE
8269,2002,DIRECTING,Gangs of New York,FALSE
8270,2002,DIRECTING,The Hours,FALSE
8271,2002,DIRECTING,The Pianist,TRUE
8272,2002,DIRECTING,Talk to Her,FALSE
8273,2002,DOCUMENTARY (Feature),Bowling for Columbine,TRUE
8274,2002,DOCUMENTARY (Feature),Daughter from Danang,FALSE
8275,2002,DOCUMENTARY (Feature),Prisoner of Paradise,FALSE
8276,2002,DOCUMENTARY (Feature),Spellbound,FALSE
8277,2002,DOCUMENTARY (Feature),Winged Migration,FALSE
8278,2002,DOCUMENTARY (Short Subject),The Collector of Bedford Street,FALSE
8279,2002,DOCUMENTARY (Short Subject),Mighty Times: The Legacy of Rosa Parks,FALSE
8280,2002,DOCUMENTARY (Short Subject),Twin Towers,TRUE
8281,2002,DOCUMENTARY (Short Subject),Why Can't We Be a Family Again?,FALSE
8282,2002,FILM EDITING,Chicago,TRUE
8283,2002,FILM EDITING,Gangs of New York,FALSE
8284,2002,FILM EDITING,The Hours,FALSE
8285,2002,FILM EDITING,The Lord of the Rings: The Two Towers,FALSE
8286,2002,FILM EDITING,The Pianist,FALSE
8287,2002,FOREIGN LANGUAGE FILM,El Crimen del Padre Amaro,FALSE
8288,2002,FOREIGN LANGUAGE FILM,Hero,FALSE
8289,2002,FOREIGN LANGUAGE FILM,The Man without a Past,FALSE
8290,2002,FOREIGN LANGUAGE FILM,Nowhere in Africa,TRUE
8291,2002,FOREIGN LANGUAGE FILM,Zus & Zo,FALSE
8292,2002,MAKEUP,Frida,TRUE
8293,2002,MAKEUP,The Time Machine,FALSE
8294,2002,MUSIC (Original Score),Catch Me If You Can,FALSE
8295,2002,MUSIC (Original Score),Far from Heaven,FALSE
8296,2002,MUSIC (Original Score),Frida,TRUE
8297,2002,MUSIC (Original Score),The Hours,FALSE
8298,2002,MUSIC (Original Score),Road to Perdition,FALSE
8299,2002,MUSIC (Original Song),Frida,FALSE
8300,2002,MUSIC (Original Song),The Wild Thornberrys Movie,FALSE
8301,2002,MUSIC (Original Song),Gangs of New York,FALSE
8302,2002,MUSIC (Original Song),Chicago,FALSE
8303,2002,MUSIC (Original Song),8 Mile,TRUE
8304,2002,BEST PICTURE,Chicago,TRUE
8305,2002,BEST PICTURE,Gangs of New York,FALSE
8306,2002,BEST PICTURE,The Hours,FALSE
8307,2002,BEST PICTURE,The Lord of the Rings: The Two Towers,FALSE
8308,2002,BEST PICTURE,The Pianist,FALSE
8309,2002,SHORT FILM (Animated),The Cathedral,FALSE
8310,2002,SHORT FILM (Animated),The ChubbChubbs!,TRUE
8311,2002,SHORT FILM (Animated),Das Rad,FALSE
8312,2002,SHORT FILM (Animated),Mike's New Car,FALSE
8313,2002,SHORT FILM (Animated),Mt. Head,FALSE
8314,2002,SHORT FILM (Live Action),Fait D'Hiver,FALSE
8315,2002,SHORT FILM (Live Action),I'll Wait for the Next One... (J'Attendrai Le Suivant...),FALSE
8316,2002,SHORT FILM (Live Action),Inja (Dog),FALSE
8317,2002,SHORT FILM (Live Action),Johnny Flynton,FALSE
8318,2002,SHORT FILM (Live Action),This Charming Man (Der Er En Yndig Mand),TRUE
8319,2002,SOUND,Chicago,TRUE
8320,2002,SOUND,Gangs of New York,FALSE
8321,2002,SOUND,The Lord of the Rings: The Two Towers,FALSE
8322,2002,SOUND,Road to Perdition,FALSE
8323,2002,SOUND,Spider-Man,FALSE
8324,2002,SOUND EDITING,The Lord of the Rings: The Two Towers,TRUE
8325,2002,SOUND EDITING,Minority Report,FALSE
8326,2002,SOUND EDITING,Road to Perdition,FALSE
8327,2002,VISUAL EFFECTS,The Lord of the Rings: The Two Towers,TRUE
8328,2002,VISUAL EFFECTS,Spider-Man,FALSE
8329,2002,VISUAL EFFECTS,Star Wars Episode II Attack of the Clones,FALSE
8330,2002,WRITING (Adapted Screenplay),About a Boy,FALSE
8331,2002,WRITING (Adapted Screenplay),Adaptation,FALSE
8332,2002,WRITING (Adapted Screenplay),Chicago,FALSE
8333,2002,WRITING (Adapted Screenplay),The Hours,FALSE
8334,2002,WRITING (Adapted Screenplay),The Pianist,TRUE
8335,2002,WRITING (Original Screenplay),Far from Heaven,FALSE
8336,2002,WRITING (Original Screenplay),Gangs of New York,FALSE
8337,2002,WRITING (Original Screenplay),My Big Fat Greek Wedding,FALSE
8338,2002,WRITING (Original Screenplay),Talk to Her,TRUE
8339,2002,WRITING (Original Screenplay),Y Tu Mamá También,FALSE
8341,2003,ACTOR IN A LEADING ROLE,Pirates of the Caribbean: The Curse of the Black Pearl,FALSE
8342,2003,ACTOR IN A LEADING ROLE,House of Sand and Fog,FALSE
8343,2003,ACTOR IN A LEADING ROLE,Cold Mountain,FALSE
8344,2003,ACTOR IN A LEADING ROLE,Lost in Translation,FALSE
8345,2003,ACTOR IN A LEADING ROLE,Mystic River,TRUE
8346,2003,ACTOR IN A SUPPORTING ROLE,The Cooler,FALSE
8347,2003,ACTOR IN A SUPPORTING ROLE,21 Grams,FALSE
8348,2003,ACTOR IN A SUPPORTING ROLE,In America,FALSE
8349,2003,ACTOR IN A SUPPORTING ROLE,Mystic River,TRUE
8350,2003,ACTOR IN A SUPPORTING ROLE,The Last Samurai,FALSE
8351,2003,ACTRESS IN A LEADING ROLE,Whale Rider,FALSE
8352,2003,ACTRESS IN A LEADING ROLE,Something's Gotta Give,FALSE
8353,2003,ACTRESS IN A LEADING ROLE,In America,FALSE
8354,2003,ACTRESS IN A LEADING ROLE,Monster,TRUE
8355,2003,ACTRESS IN A LEADING ROLE,21 Grams,FALSE
8356,2003,ACTRESS IN A SUPPORTING ROLE,House of Sand and Fog,FALSE
8357,2003,ACTRESS IN A SUPPORTING ROLE,Pieces of April,FALSE
8358,2003,ACTRESS IN A SUPPORTING ROLE,Mystic River,FALSE
8359,2003,ACTRESS IN A SUPPORTING ROLE,Thirteen,FALSE
8360,2003,ACTRESS IN A SUPPORTING ROLE,Cold Mountain,TRUE
8361,2003,ANIMATED FEATURE FILM,Brother Bear,FALSE
8362,2003,ANIMATED FEATURE FILM,Finding Nemo,TRUE
8363,2003,ANIMATED FEATURE FILM,The Triplets of Belleville,FALSE
8364,2003,ART DIRECTION,Girl with a Pearl Earring,FALSE
8365,2003,ART DIRECTION,The Last Samurai,FALSE
8366,2003,ART DIRECTION,The Lord of the Rings: The Return of the King,TRUE
8367,2003,ART DIRECTION,Master and Commander: The Far Side of the World,FALSE
8368,2003,ART DIRECTION,Seabiscuit,FALSE
8369,2003,CINEMATOGRAPHY,City of God,FALSE
8370,2003,CINEMATOGRAPHY,Cold Mountain,FALSE
8371,2003,CINEMATOGRAPHY,Girl with a Pearl Earring,FALSE
8372,2003,CINEMATOGRAPHY,Master and Commander: The Far Side of the World,TRUE
8373,2003,CINEMATOGRAPHY,Seabiscuit,FALSE
8374,2003,COSTUME DESIGN,Girl with a Pearl Earring,FALSE
8375,2003,COSTUME DESIGN,The Last Samurai,FALSE
8376,2003,COSTUME DESIGN,The Lord of the Rings: The Return of the King,TRUE
8377,2003,COSTUME DESIGN,Master and Commander: The Far Side of the World,FALSE
8378,2003,COSTUME DESIGN,Seabiscuit,FALSE
8379,2003,DIRECTING,City of God,FALSE
8380,2003,DIRECTING,The Lord of the Rings: The Return of the King,TRUE
8381,2003,DIRECTING,Lost in Translation,FALSE
8382,2003,DIRECTING,Master and Commander: The Far Side of the World,FALSE
8383,2003,DIRECTING,Mystic River,FALSE
8384,2003,DOCUMENTARY (Feature),Balseros,FALSE
8385,2003,DOCUMENTARY (Feature),Capturing the Friedmans,FALSE
8386,2003,DOCUMENTARY (Feature),The Fog of War,TRUE
8387,2003,DOCUMENTARY (Feature),My Architect,FALSE
8388,2003,DOCUMENTARY (Feature),The Weather Underground,FALSE
8389,2003,DOCUMENTARY (Short Subject),Asylum,FALSE
8390,2003,DOCUMENTARY (Short Subject),Chernobyl Heart,TRUE
8391,2003,DOCUMENTARY (Short Subject),Ferry Tales,FALSE
8392,2003,FILM EDITING,City of God,FALSE
8393,2003,FILM EDITING,Cold Mountain,FALSE
8394,2003,FILM EDITING,The Lord of the Rings: The Return of the King,TRUE
8395,2003,FILM EDITING,Master and Commander: The Far Side of the World,FALSE
8396,2003,FILM EDITING,Seabiscuit,FALSE
8397,2003,FOREIGN LANGUAGE FILM,The Barbarian Invasions,TRUE
8398,2003,FOREIGN LANGUAGE FILM,Evil,FALSE
8399,2003,FOREIGN LANGUAGE FILM,The Twilight Samurai,FALSE
8400,2003,FOREIGN LANGUAGE FILM,Twin Sisters,FALSE
8401,2003,FOREIGN LANGUAGE FILM,Zelary,FALSE
8402,2003,MAKEUP,The Lord of the Rings: The Return of the King,TRUE
8403,2003,MAKEUP,Master and Commander: The Far Side of the World,FALSE
8404,2003,MAKEUP,Pirates of the Caribbean: The Curse of the Black Pearl,FALSE
8405,2003,MUSIC (Original Score),Big Fish,FALSE
8406,2003,MUSIC (Original Score),Cold Mountain,FALSE
8407,2003,MUSIC (Original Score),Finding Nemo,FALSE
8408,2003,MUSIC (Original Score),House of Sand and Fog,FALSE
8409,2003,MUSIC (Original Score),The Lord of the Rings: The Return of the King,TRUE
8410,2003,MUSIC (Original Song),The Triplets of Belleville,FALSE
8411,2003,MUSIC (Original Song),The Lord of the Rings: The Return of the King,TRUE
8412,2003,MUSIC (Original Song),A Mighty Wind,FALSE
8413,2003,MUSIC (Original Song),Cold Mountain,FALSE
8414,2003,MUSIC (Original Song),Cold Mountain,FALSE
8415,2003,BEST PICTURE,The Lord of the Rings: The Return of the King,TRUE
8416,2003,BEST PICTURE,Lost in Translation,FALSE
8417,2003,BEST PICTURE,Master and Commander: The Far Side of the World,FALSE
8418,2003,BEST PICTURE,Mystic River,FALSE
8419,2003,BEST PICTURE,Seabiscuit,FALSE
8420,2003,SHORT FILM (Animated),Boundin',FALSE
8421,2003,SHORT FILM (Animated),Destino,FALSE
8422,2003,SHORT FILM (Animated),Gone Nutty,FALSE
8423,2003,SHORT FILM (Animated),Harvie Krumpet,TRUE
8424,2003,SHORT FILM (Animated),Nibbles,FALSE
8425,2003,SHORT FILM (Live Action),Die Rote Jacke (The Red Jacket),FALSE
8426,2003,SHORT FILM (Live Action),Most (The Bridge),FALSE
8427,2003,SHORT FILM (Live Action),Squash,FALSE
8428,2003,SHORT FILM (Live Action),(A) Torzija [(A) Torsion],FALSE
8429,2003,SHORT FILM (Live Action),Two Soldiers,TRUE
8430,2003,SOUND EDITING,Finding Nemo,FALSE
8431,2003,SOUND EDITING,Master and Commander: The Far Side of the World,TRUE
8432,2003,SOUND EDITING,Pirates of the Caribbean: The Curse of the Black Pearl,FALSE
8433,2003,SOUND MIXING,The Last Samurai,FALSE
8434,2003,SOUND MIXING,The Lord of the Rings: The Return of the King,TRUE
8435,2003,SOUND MIXING,Master and Commander: The Far Side of the World,FALSE
8436,2003,SOUND MIXING,Pirates of the Caribbean: The Curse of the Black Pearl,FALSE
8437,2003,SOUND MIXING,Seabiscuit,FALSE
8438,2003,VISUAL EFFECTS,The Lord of the Rings: The Return of the King,TRUE
8439,2003,VISUAL EFFECTS,Master and Commander: The Far Side of the World,FALSE
8440,2003,VISUAL EFFECTS,Pirates of the Caribbean: The Curse of the Black Pearl,FALSE
8441,2003,WRITING (Adapted Screenplay),American Splendor,FALSE
8442,2003,WRITING (Adapted Screenplay),City of God,FALSE
8443,2003,WRITING (Adapted Screenplay),The Lord of the Rings: The Return of the King,TRUE
8444,2003,WRITING (Adapted Screenplay),Mystic River,FALSE
8445,2003,WRITING (Adapted Screenplay),Seabiscuit,FALSE
8446,2003,WRITING (Original Screenplay),The Barbarian Invasions,FALSE
8447,2003,WRITING (Original Screenplay),Dirty Pretty Things,FALSE
8448,2003,WRITING (Original Screenplay),Finding Nemo,FALSE
8449,2003,WRITING (Original Screenplay),In America,FALSE
8450,2003,WRITING (Original Screenplay),Lost in Translation,TRUE
8452,2004,ACTOR IN A LEADING ROLE,Hotel Rwanda,FALSE
8453,2004,ACTOR IN A LEADING ROLE,Finding Neverland,FALSE
8454,2004,ACTOR IN A LEADING ROLE,The Aviator,FALSE
8455,2004,ACTOR IN A LEADING ROLE,Million Dollar Baby,FALSE
8456,2004,ACTOR IN A LEADING ROLE,Ray,TRUE
8457,2004,ACTOR IN A SUPPORTING ROLE,The Aviator,FALSE
8458,2004,ACTOR IN A SUPPORTING ROLE,Sideways,FALSE
8459,2004,ACTOR IN A SUPPORTING ROLE,Collateral,FALSE
8460,2004,ACTOR IN A SUPPORTING ROLE,Million Dollar Baby,TRUE
8461,2004,ACTOR IN A SUPPORTING ROLE,Closer,FALSE
8462,2004,ACTRESS IN A LEADING ROLE,Being Julia,FALSE
8463,2004,ACTRESS IN A LEADING ROLE,Maria Full of Grace,FALSE
8464,2004,ACTRESS IN A LEADING ROLE,Vera Drake,FALSE
8465,2004,ACTRESS IN A LEADING ROLE,Million Dollar Baby,TRUE
8466,2004,ACTRESS IN A LEADING ROLE,Eternal Sunshine of the Spotless Mind,FALSE
8467,2004,ACTRESS IN A SUPPORTING ROLE,The Aviator,TRUE
8468,2004,ACTRESS IN A SUPPORTING ROLE,Kinsey,FALSE
8469,2004,ACTRESS IN A SUPPORTING ROLE,Sideways,FALSE
8470,2004,ACTRESS IN A SUPPORTING ROLE,Hotel Rwanda,FALSE
8471,2004,ACTRESS IN A SUPPORTING ROLE,Closer,FALSE
8472,2004,ANIMATED FEATURE FILM,The Incredibles,TRUE
8473,2004,ANIMATED FEATURE FILM,Shark Tale,FALSE
8474,2004,ANIMATED FEATURE FILM,Shrek 2,FALSE
8475,2004,ART DIRECTION,The Aviator,TRUE
8476,2004,ART DIRECTION,Finding Neverland,FALSE
8477,2004,ART DIRECTION,Lemony Snicket's A Series of Unfortunate Events,FALSE
8478,2004,ART DIRECTION,The Phantom of the Opera,FALSE
8479,2004,ART DIRECTION,A Very Long Engagement,FALSE
8480,2004,CINEMATOGRAPHY,The Aviator,TRUE
8481,2004,CINEMATOGRAPHY,House of Flying Daggers,FALSE
8482,2004,CINEMATOGRAPHY,The Passion of the Christ,FALSE
8483,2004,CINEMATOGRAPHY,The Phantom of the Opera,FALSE
8484,2004,CINEMATOGRAPHY,A Very Long Engagement,FALSE
8485,2004,COSTUME DESIGN,The Aviator,TRUE
8486,2004,COSTUME DESIGN,Finding Neverland,FALSE
8487,2004,COSTUME DESIGN,Lemony Snicket's A Series of Unfortunate Events,FALSE
8488,2004,COSTUME DESIGN,Ray,FALSE
8489,2004,COSTUME DESIGN,Troy,FALSE
8490,2004,DIRECTING,The Aviator,FALSE
8491,2004,DIRECTING,Million Dollar Baby,TRUE
8492,2004,DIRECTING,Ray,FALSE
8493,2004,DIRECTING,Sideways,FALSE
8494,2004,DIRECTING,Vera Drake,FALSE
8495,2004,DOCUMENTARY (Feature),Born into Brothels,TRUE
8496,2004,DOCUMENTARY (Feature),The Story of the Weeping Camel,FALSE
8497,2004,DOCUMENTARY (Feature),Super Size Me,FALSE
8498,2004,DOCUMENTARY (Feature),Tupac: Resurrection,FALSE
8499,2004,DOCUMENTARY (Feature),Twist of Faith,FALSE
8500,2004,DOCUMENTARY (Short Subject),Autism Is a World,FALSE
8501,2004,DOCUMENTARY (Short Subject),The Children of Leningradsky,FALSE
8502,2004,DOCUMENTARY (Short Subject),Hardwood,FALSE
8503,2004,DOCUMENTARY (Short Subject),Mighty Times: The Children's March,TRUE
8504,2004,DOCUMENTARY (Short Subject),Sister Rose's Passion,FALSE
8505,2004,FILM EDITING,The Aviator,TRUE
8506,2004,FILM EDITING,Collateral,FALSE
8507,2004,FILM EDITING,Finding Neverland,FALSE
8508,2004,FILM EDITING,Million Dollar Baby,FALSE
8509,2004,FILM EDITING,Ray,FALSE
8510,2004,FOREIGN LANGUAGE FILM,As It Is in Heaven,FALSE
8511,2004,FOREIGN LANGUAGE FILM,The Chorus (Les Choristes),FALSE
8512,2004,FOREIGN LANGUAGE FILM,Downfall,FALSE
8513,2004,FOREIGN LANGUAGE FILM,The Sea Inside,TRUE
8514,2004,FOREIGN LANGUAGE FILM,Yesterday,FALSE
8515,2004,MAKEUP,Lemony Snicket's A Series of Unfortunate Events,TRUE
8516,2004,MAKEUP,The Passion of the Christ,FALSE
8517,2004,MAKEUP,The Sea Inside,FALSE
8518,2004,MUSIC (Original Score),Finding Neverland,TRUE
8519,2004,MUSIC (Original Score),Harry Potter and the Prisoner of Azkaban,FALSE
8520,2004,MUSIC (Original Score),Lemony Snicket's A Series of Unfortunate Events,FALSE
8521,2004,MUSIC (Original Score),The Passion of the Christ,FALSE
8522,2004,MUSIC (Original Score),The Village,FALSE
8523,2004,MUSIC (Original Song),Shrek 2,FALSE
8524,2004,MUSIC (Original Song),The Motorcycle Diaries,TRUE
8525,2004,MUSIC (Original Song),The Polar Express,FALSE
8526,2004,MUSIC (Original Song),The Phantom of the Opera,FALSE
8527,2004,MUSIC (Original Song),The Chorus (Les Choristes),FALSE
8528,2004,BEST PICTURE,The Aviator,FALSE
8529,2004,BEST PICTURE,Finding Neverland,FALSE
8530,2004,BEST PICTURE,Million Dollar Baby,TRUE
8531,2004,BEST PICTURE,Ray,FALSE
8532,2004,BEST PICTURE,Sideways,FALSE
8533,2004,SHORT FILM (Animated),Birthday Boy,FALSE
8534,2004,SHORT FILM (Animated),Gopher Broke,FALSE
8535,2004,SHORT FILM (Animated),Guard Dog,FALSE
8536,2004,SHORT FILM (Animated),Lorenzo,FALSE
8537,2004,SHORT FILM (Animated),Ryan,TRUE
